FlowRate_LPM,Pressure_Bar,TankLevel_L,OilCost_$
169.86,62.97,2213.91,341.04
218.37,28.13,4131.94,423.48
365.53,37.48,2186.83,457.98
486.12,28.68,3251.08,594.47
120.17,68.67,1997.41,299.01
456.15,33.36,4267.93,628.36
330.75,63.04,1442.01,431.27
325.57,76.6,4317.79,591.24
300.11,51.67,3410.92,488.13
127.76,52.4,1747.64,268.19
135.95,47.66,3168.14,338.66
340.36,39.55,2130.0,438.12
236.38,48.54,2293.87,376.61
466.91,56.17,2406.11,578.08
262.64,79.16,1253.28,391.51
157.31,76.27,4943.85,487.44
385.89,71.73,1126.14,472.61
217.34,73.35,3649.99,466.39
310.19,48.07,2484.91,444.5
379.13,59.45,3584.04,571.68
460.11,73.7,2424.99,599.89
416.88,43.58,3695.0,583.62
370.54,77.71,3916.94,608.84
371.85,44.95,3762.21,553.01
478.37,56.06,1455.85,539.59
218.33,62.59,3627.57,449.92
100.44,77.04,2119.95,301.91
208.78,34.68,1115.21,274.8
187.16,64.77,2659.32,379.84
364.73,51.25,2734.17,505.37
353.48,36.11,2868.7,480.39
337.38,66.6,3819.3,560.77
106.5,53.13,2235.38,276.67
391.51,59.66,2261.12,515.75
229.41,39.37,1242.21,304.7
366.02,48.88,3747.28,553.5
322.63,57.04,3271.3,507.23
237.09,44.29,2397.7,376.0
153.83,31.9,3820.76,361.96
137.77,77.7,3149.43,384.23
432.61,50.69,2876.98,565.97
467.36,64.04,3045.3,622.2
359.92,44.66,3545.39,532.2
141.37,41.31,3640.01,357.06
260.81,44.43,2155.83,383.09
391.58,44.55,1562.97,458.24
411.93,52.65,1626.54,489.85
147.29,52.61,3557.56,374.62
100.01,49.83,4491.49,379.33
384.85,28.09,2637.99,481.91
242.64,49.76,1678.08,352.66
201.79,30.15,4026.41,407.97
105.16,27.57,4329.96,341.98
316.12,75.96,4522.33,592.95
440.46,56.3,3427.33,608.18
483.05,59.57,4442.91,697.94
326.3,44.11,1061.66,380.28
305.78,74.54,1428.94,427.88
134.02,58.28,1370.3,263.15
319.55,66.15,3850.42,547.39
251.99,42.11,1278.33,328.68
342.85,77.6,2985.46,539.96
255.49,69.23,2890.83,452.78
196.12,71.24,2242.81,375.89
137.99,30.33,4481.62,379.97
225.97,36.26,1681.73,319.25
138.66,37.14,2409.85,287.13
170.76,36.25,4096.69,395.82
494.93,71.32,1121.69,559.02
277.64,21.91,3691.8,439.57
312.75,24.57,4265.59,500.33
449.45,36.43,4729.07,650.66
498.23,31.99,4505.19,671.83
333.09,33.91,2277.54,431.21
424.99,67.88,3345.46,609.08
230.78,53.79,1309.17,330.76
222.3,20.35,2031.48,309.93
261.08,45.76,1376.89,346.35
369.0,44.47,2260.75,474.95
372.88,26.84,4500.75,563.59
226.1,60.57,2388.67,391.16
153.28,62.13,3247.59,378.2
352.96,63.25,2733.52,513.92
151.33,63.71,2835.67,358.41
331.4,20.0,4878.29,539.04
377.37,77.24,2184.62,526.98
380.24,68.85,3509.3,582.94
401.39,74.24,2680.25,566.48
449.14,20.94,1244.58,452.95
299.98,76.03,2957.32,501.9
392.1,68.59,4253.37,629.23
347.67,70.23,1395.01,453.24
174.66,25.6,1278.37,242.04
110.28,64.33,1614.53,265.44
213.82,77.6,4057.6,490.33
277.21,60.71,3895.98,507.64
346.84,54.23,3260.07,521.83
439.98,76.74,2872.91,610.74
178.5,46.58,4553.3,440.33
150.22,55.96,4066.79,407.45
485.39,48.58,4247.77,673.57
143.22,75.97,4253.05,441.18
291.4,24.57,3570.87,448.51
334.23,50.07,2832.06,484.08
316.55,61.22,4458.71,568.0
134.41,67.51,4704.03,444.0
122.81,54.98,1095.22,235.48
142.19,74.54,1206.22,285.87
334.24,76.52,4834.97,623.92
317.74,23.86,2108.64,395.41
193.5,44.14,4493.48,445.68
355.11,21.41,2555.18,443.96
428.03,39.76,1476.4,475.89
116.63,52.21,1321.77,237.71
299.25,74.65,1626.03,432.67
375.72,70.79,1999.57,506.75
200.92,27.65,2954.07,349.92
223.11,25.58,3805.99,407.16
345.46,55.36,4945.59,606.68
459.17,51.93,2766.03,583.53
423.97,35.98,3072.74,546.79
333.25,73.97,3087.26,531.92
392.09,75.64,3157.74,585.02
245.93,44.16,3070.96,416.53
356.39,73.42,1035.1,446.99
286.47,43.04,1006.9,344.08
175.97,64.21,1390.67,306.63
380.7,48.56,1406.23,447.7
322.59,27.35,3819.59,490.08
243.45,75.68,1819.66,399.26
464.54,47.25,4578.86,671.44
108.37,64.07,4714.43,418.52
226.31,42.03,4903.57,489.27
122.75,21.13,4756.33,367.72
406.61,26.03,2087.55,468.71
380.84,49.77,3039.11,531.29
232.54,61.4,1701.82,363.22
370.27,40.08,4224.84,567.58
258.37,61.73,4553.73,526.98
402.5,61.92,4405.16,635.14
281.67,62.24,2733.47,455.37
264.91,49.55,4034.7,487.99
473.89,74.89,1390.32,560.97
200.35,49.35,1160.98,292.36
148.18,47.02,4012.95,389.71
333.82,31.96,2701.42,450.07
487.73,38.46,4982.2,696.98
251.14,22.54,1389.02,304.17
124.81,58.01,4422.51,408.0
235.72,34.91,2919.93,386.94
302.37,38.25,4308.6,514.7
164.77,66.25,4268.51,444.61
363.24,39.63,4663.97,583.24
499.1,34.53,2191.4,560.65
280.7,30.14,4799.2,509.73
241.89,66.49,1606.67,373.58
260.28,27.78,1327.88,316.29
146.06,47.23,2726.46,324.01
453.31,50.42,4313.29,653.94
265.93,61.24,2893.68,449.29
254.91,58.0,4317.15,506.78
363.88,68.64,3918.75,590.0
276.81,22.69,1837.71,347.36
359.29,37.79,4795.53,583.89
124.58,36.81,1243.12,217.03
425.49,28.76,4593.12,613.19
476.2,37.35,2217.77,547.88
359.51,38.59,3000.59,495.51
481.83,51.31,2689.41,596.9
160.57,59.82,1687.34,302.56
290.97,42.87,2432.59,418.7
340.72,63.17,1771.74,455.92
332.69,40.17,1815.55,417.19
260.58,37.42,1748.23,352.0
235.23,52.47,2956.07,414.7
150.73,21.42,4191.73,362.3
256.7,24.79,3275.88,406.33
165.06,45.08,4572.83,428.31
393.75,76.57,3546.18,607.17
183.53,63.29,3757.36,429.63
123.43,25.29,3670.43,320.19
320.95,70.78,2797.84,502.82
338.09,63.94,3757.36,554.25
448.77,56.66,1278.83,507.94
330.79,69.22,4439.41,590.43
238.19,44.25,4111.25,462.49
421.2,33.29,1980.92,485.94
316.11,50.72,4072.13,532.58
131.71,52.93,1050.57,237.29
326.34,52.3,1868.99,432.97
463.21,53.9,1260.55,514.45
258.53,76.92,4120.91,528.25
218.53,74.13,4023.5,487.2
157.39,72.54,4254.54,447.45
160.58,68.09,1017.93,281.49
273.11,76.61,3004.93,483.64
338.27,25.91,3819.34,500.45
132.25,35.91,1621.6,240.74
475.83,49.7,3599.16,635.18
402.05,70.79,1336.44,494.65
334.65,50.31,1725.3,429.45
431.38,64.88,2903.19,587.58
132.07,28.34,3614.26,328.88
290.74,35.14,1583.48,364.48
352.04,63.91,1740.89,464.53
431.46,29.88,1817.79,480.88
413.39,41.08,1954.8,490.07
210.83,35.89,1906.22,317.81
476.35,40.99,2580.6,571.6
149.74,62.5,3615.16,394.3
450.05,42.07,2752.13,560.76
488.38,53.32,4103.9,675.87
170.86,26.0,3877.07,369.54
388.83,68.3,1506.11,488.82
116.11,42.19,1195.37,215.95
262.17,58.91,4511.77,523.69
306.51,63.52,1319.32,406.46
332.26,32.58,1593.36,394.34
474.37,73.08,1088.53,543.55
368.9,56.97,3513.35,556.25
292.51,45.72,3329.48,469.07
423.87,30.94,4947.61,632.89
480.21,76.54,4547.73,726.36
108.83,65.3,2643.37,317.19
493.01,32.48,2486.34,567.45
134.45,40.26,2187.41,277.33
425.75,68.58,1609.63,523.96
212.13,61.74,1552.33,339.93
152.87,65.95,1529.13,297.67
275.94,46.47,1456.46,363.28
357.58,62.99,1962.05,478.65
252.38,43.19,2226.67,378.02
121.83,32.68,4846.32,388.79
339.78,57.96,3313.89,524.46
460.96,78.56,4950.38,734.13
253.29,38.64,2489.87,385.08
186.53,47.66,2830.51,362.24
277.03,60.44,2298.31,427.2
119.35,52.49,1731.55,260.79
428.2,70.61,1572.66,527.1
430.54,65.7,4780.32,682.0
335.2,23.5,4947.24,550.77
241.24,79.91,1179.64,371.83
419.91,65.14,1601.38,513.72
321.87,71.83,2694.1,499.96
430.37,59.07,1745.33,520.17
352.58,71.38,2455.52,511.91
413.76,26.74,1516.39,446.94
339.43,40.86,2826.05,474.14
265.66,72.59,2086.78,425.74
483.18,32.1,2407.62,555.07
316.45,24.69,1377.25,359.06
342.04,67.29,2712.51,510.18
188.2,70.13,4933.03,502.4
350.26,29.76,2315.33,440.61
328.64,71.26,4505.72,595.09
173.94,61.21,4372.8,449.6
123.83,51.2,4808.23,416.29
341.74,69.82,4160.44,586.14
405.48,45.15,3638.39,574.03
309.36,31.64,4426.34,516.26
190.71,37.09,1302.58,273.33
366.61,50.31,2851.32,511.32
132.04,51.88,4957.02,431.3
276.73,68.33,4078.4,527.81
165.35,67.48,4848.3,475.91
173.78,54.88,4118.54,427.28
180.92,66.85,4499.53,469.98
254.68,31.51,3826.12,442.31
120.46,23.0,4042.01,332.97
259.12,72.42,3092.71,470.56
304.68,24.53,4696.95,515.39
293.32,34.8,4300.16,501.86
253.11,61.72,4375.54,513.85
435.66,44.57,3692.04,599.98
158.13,72.58,2218.32,346.29
302.28,37.88,1142.52,355.77
124.82,20.71,4742.62,368.05
128.46,38.04,3344.48,327.05
329.55,54.68,2192.57,455.29
326.41,42.56,1596.54,404.79
451.21,52.09,4318.09,655.01
323.15,72.6,4346.08,584.72
483.92,74.75,4258.03,712.16
119.48,35.96,3580.33,328.54
139.2,47.73,2464.06,306.16
117.63,52.95,2216.28,284.34
174.11,76.95,1034.22,306.42
316.51,79.92,4334.43,589.8
358.23,34.12,1349.73,405.26
118.23,63.62,3523.02,366.17
478.39,42.68,3016.3,597.55
436.87,20.49,3106.76,535.56
218.64,20.56,4706.85,441.09
130.88,47.63,1126.46,232.47
167.95,49.3,4093.57,412.99
150.78,21.35,1208.21,213.06
149.31,61.22,1152.61,268.9
307.42,37.64,2719.27,438.36
198.34,53.59,1252.3,301.68
243.26,38.06,4156.58,459.52
495.8,30.03,3118.25,597.6
373.73,44.43,1116.16,421.43
479.59,33.94,1162.0,492.68
157.02,52.09,3450.67,376.28
252.86,31.93,4224.45,461.4
321.89,50.5,2751.2,470.83
130.7,29.44,3218.32,309.64
101.67,60.26,4199.32,381.69
368.17,65.24,3442.02,564.49
356.73,26.62,1899.04,420.27
264.32,48.07,3452.21,456.17
295.86,24.25,3513.12,448.72
266.18,55.89,3936.43,493.6
109.6,35.86,3483.5,315.65
234.15,51.66,4876.97,508.65
170.83,51.05,1789.15,302.7
139.37,75.46,4804.36,464.91
482.69,52.94,3153.36,623.24
339.74,54.98,3687.82,538.66
391.46,44.1,1397.85,449.21
226.15,76.94,2522.3,422.45
257.26,66.63,4077.52,509.63
194.77,37.12,3827.64,402.88
138.79,70.65,1160.56,275.04
171.61,45.94,3186.38,365.52
419.01,69.72,1353.11,507.44
371.02,69.37,4983.43,650.05
318.77,31.33,4589.19,531.47
290.04,62.07,1084.32,379.35
468.97,37.44,4434.6,653.07
129.09,37.85,4677.72,393.94
212.24,37.78,2414.19,347.17
239.98,63.53,3878.01,481.18
412.97,33.79,2768.41,519.48
497.01,20.05,3620.93,608.73
196.27,62.91,2361.27,369.45
449.72,30.27,2290.24,519.7
432.25,26.27,2697.74,520.09
189.86,34.25,1582.27,282.38
259.73,42.79,4324.56,488.21
263.87,48.55,2394.79,403.67
491.29,22.67,2600.6,557.07
172.36,78.23,4576.22,484.05
419.66,62.96,2986.5,579.5
233.68,39.39,3177.02,404.88
392.35,39.12,4825.99,613.86
268.0,46.91,4546.91,512.12
331.34,57.57,1677.87,435.33
433.04,28.78,2892.86,534.25
421.67,31.34,4885.18,628.6
446.57,71.57,2489.47,589.08
123.85,35.38,2486.29,276.46
376.82,42.81,1780.12,454.68
155.99,72.28,1457.29,306.08
266.33,59.79,3961.22,500.81
319.44,40.5,4080.12,520.31
261.1,61.02,4876.05,544.21
307.84,21.18,4093.67,482.73
498.61,64.14,1973.41,593.77
154.09,49.22,1160.47,255.12
370.18,68.79,4941.75,646.42
258.4,77.28,2361.8,440.73
153.2,75.55,2247.89,348.28
163.49,74.56,4623.82,473.82
479.71,50.73,3340.4,626.88
451.84,41.61,1859.48,516.86
462.82,47.9,4556.38,669.93
496.61,61.39,4973.44,738.05
183.33,73.04,1346.71,323.56
242.18,32.42,4449.01,464.82
367.69,75.09,2562.06,534.89
293.52,68.91,3096.29,493.0
267.36,78.73,4659.26,564.94
243.12,72.82,4893.52,548.4
337.51,36.8,2048.66,427.64
330.24,26.36,1851.4,396.3
164.58,26.73,1322.07,237.87
288.7,37.47,3247.19,449.53
321.39,56.85,1054.42,395.11
328.11,68.26,2647.59,497.26
184.04,73.96,1293.54,322.84
396.91,57.43,2620.9,534.71
110.08,20.34,1159.73,176.56
241.93,31.18,4340.87,457.36
412.09,25.98,1838.96,460.59
325.56,41.8,2313.23,438.81
204.46,50.08,4480.19,462.7
377.98,22.6,3985.06,535.54
326.96,40.91,1876.15,416.74
418.5,30.75,1287.6,445.3
394.01,58.82,3862.7,596.58
344.04,47.86,2562.81,475.16
295.27,49.72,4064.32,514.01
153.27,45.66,2781.18,330.17
204.53,77.36,2384.01,398.87
267.64,32.88,2804.82,403.68
339.72,51.0,3994.24,547.99
305.48,64.16,4608.88,571.07
215.27,53.41,1199.07,312.29
102.59,75.74,3096.45,350.5
298.5,42.68,1131.34,359.38
214.25,47.82,2873.64,386.81
393.84,25.31,4541.13,580.1
109.58,56.54,2446.36,294.79
333.93,37.29,4729.8,559.57
476.59,29.62,3522.43,601.82
169.76,52.67,4736.62,451.65
288.66,51.94,4028.67,510.27
136.57,24.55,1413.74,216.77
350.27,61.89,1924.61,469.29
320.21,57.43,2576.68,471.14
262.95,31.34,1680.43,341.39
308.55,48.17,2979.65,468.07
458.63,63.22,2885.47,606.01
178.52,51.77,4825.04,461.72
109.03,43.73,2734.91,289.56
444.67,39.34,4142.51,621.87
330.85,56.62,4767.64,588.0
456.26,76.35,4507.96,704.93
338.78,60.3,1834.67,453.21
424.06,24.48,2984.12,525.18
271.87,47.64,2390.96,408.51
399.94,73.45,2599.43,560.1
465.22,25.67,2443.23,532.84
328.85,79.33,4305.44,597.35
172.31,76.94,2808.56,393.7
207.52,24.7,3094.78,357.8
179.46,76.0,4929.79,504.06
198.74,41.79,1239.92,283.67
222.57,70.68,2951.83,431.67
322.05,45.1,4096.25,530.11
335.2,46.45,1604.65,418.07
270.6,58.05,3446.13,475.87
346.17,66.47,1957.86,474.53
132.63,22.03,4469.62,362.63
135.12,55.59,2308.4,306.9
168.73,31.2,2316.25,297.6
307.23,40.76,3392.78,476.56
185.6,40.88,1734.25,296.51
213.31,48.14,2139.55,349.84
260.13,40.05,2666.53,401.5
424.75,26.44,2414.55,500.19
105.54,28.74,3099.51,282.52
359.75,22.01,3398.56,490.74
367.55,48.21,3266.67,529.7
419.46,77.27,3616.67,632.3
473.1,26.94,2231.0,530.44
108.06,76.78,1505.7,276.89
161.51,64.0,4043.23,427.37
454.47,58.25,4403.12,671.11
283.41,58.72,2028.02,416.2
325.84,69.6,2628.37,496.49
365.21,26.42,2994.28,481.51
371.63,50.29,3133.31,529.39
472.7,61.83,3637.96,652.79
498.78,55.21,1166.41,540.16
388.06,69.97,3885.91,609.7
214.89,24.34,1247.88,270.81
451.9,61.44,2873.15,597.34
119.69,52.04,4310.68,389.35
192.43,42.75,2804.86,358.31
458.95,40.42,1596.36,507.61
202.48,57.25,4940.14,494.86
188.26,73.46,4557.14,488.66
155.25,49.77,4085.25,403.12
443.64,69.48,2646.05,591.44
300.02,44.13,1735.38,392.98
369.96,26.14,4765.64,573.46
195.63,23.69,3129.4,348.51
403.22,23.08,4409.42,577.66
404.0,42.81,2368.38,505.83
225.04,40.23,2341.15,357.44
264.27,63.08,4942.16,553.14
183.88,64.57,3087.33,398.32
490.62,23.05,1562.78,505.22
358.24,33.27,1878.7,430.43
473.82,36.46,2927.78,580.13
221.35,52.86,1169.88,314.86
412.76,28.67,2850.14,515.72
406.34,28.04,2675.76,500.92
376.66,76.63,4117.35,622.14
486.26,68.25,2419.77,612.37
257.42,30.84,4930.2,498.71
152.29,44.39,1723.08,274.57
368.68,41.34,3363.95,525.15
391.72,67.46,1358.8,482.51
330.02,50.61,3935.46,536.71
182.73,27.67,4979.01,436.64
301.78,64.34,4276.55,551.76
224.88,43.81,3222.81,406.76
270.99,35.78,2938.97,417.4
358.09,42.53,4340.12,567.27
398.09,49.87,4743.9,630.46
192.89,40.59,4956.83,463.03
262.13,34.51,2586.16,390.78
207.66,43.91,4963.67,480.18
179.45,21.15,1623.71,256.47
413.35,66.35,2014.2,530.92
463.7,30.26,1356.06,484.15
248.09,22.63,2086.95,336.77
400.51,59.22,4071.75,612.83
458.8,66.44,4411.7,687.28
438.45,68.83,4115.57,659.78
173.13,49.61,3524.26,389.13
482.52,32.32,3055.87,587.29
250.67,64.23,3834.82,488.63
235.7,61.98,2563.33,409.7
124.97,34.78,4365.23,370.4
294.47,74.2,3708.76,532.32
143.61,26.26,3791.22,343.84
199.42,78.96,3143.74,435.16
226.78,71.61,4540.92,515.89
423.53,61.27,2008.06,531.14
450.2,76.32,2524.59,600.87
220.99,63.34,4110.57,477.33
443.48,31.43,2971.0,550.47
442.89,46.53,4556.86,651.95
405.86,24.29,2385.6,480.4
158.68,43.38,2477.32,315.88
376.13,64.5,4554.94,625.39
478.01,43.19,2857.48,590.06
373.02,39.82,3064.5,511.36
232.65,55.72,2331.05,386.25
300.23,72.33,2106.68,454.02
358.29,22.85,3623.79,502.1
304.23,43.13,1479.36,382.04
147.98,29.49,4517.09,388.48
224.83,61.72,4116.81,478.28
420.96,26.34,1762.99,464.43
444.57,59.89,3776.08,634.29
154.92,37.17,3410.53,350.22
480.95,31.94,1738.14,519.57
231.53,76.18,2092.81,404.14
364.93,21.11,2635.95,455.4
400.73,46.27,3796.97,579.83
424.78,21.3,3554.89,549.51
478.3,49.02,3128.94,612.61
225.17,50.06,4073.64,458.91
443.4,39.3,4031.75,615.26
152.67,27.93,3471.44,337.61
382.02,42.58,4147.96,576.89
396.79,60.34,2337.05,524.79
371.09,66.94,4525.0,623.54
200.93,51.85,3459.64,411.49
449.22,55.39,4289.45,656.93
167.54,32.04,3185.12,341.35
121.45,37.24,1873.75,246.71
386.99,29.71,3169.64,512.64
290.19,34.96,2484.45,408.81
439.64,33.49,3790.0,591.45
253.36,51.17,2903.18,424.6
167.31,53.76,4344.45,431.71
434.58,76.7,3712.29,648.32
319.56,31.73,3738.18,490.16
175.68,58.5,1868.62,321.72
388.15,69.04,4937.0,660.93
304.45,53.61,4366.7,542.31
341.73,35.3,4156.02,534.13
284.36,35.75,2320.86,397.16
431.48,22.36,3142.53,535.85
431.83,38.33,1548.41,480.37
383.76,64.68,3153.9,561.71
142.16,22.85,1583.56,227.18
435.54,33.16,3212.15,558.78
368.41,62.37,3594.89,568.03
378.81,66.96,2560.78,531.53
245.19,47.32,2994.18,416.84
451.71,61.88,4502.61,679.33
390.15,43.28,1434.25,448.75
145.04,29.59,4166.93,368.77
263.11,43.89,1683.02,360.47
454.55,54.8,1146.83,503.18
118.88,76.88,1742.3,297.54
484.57,24.13,4060.17,626.85
371.67,50.44,2620.5,504.02
352.55,39.74,4490.08,566.15
208.22,50.5,3098.83,397.27
199.52,21.44,1089.0,246.22
476.82,38.78,3866.85,632.97
219.31,69.19,1440.93,351.28
410.2,53.24,4157.52,615.89
257.25,47.03,1672.41,359.97
155.7,37.13,2381.79,299.35
104.29,37.88,4045.09,342.51
317.7,42.99,4816.93,559.49
490.31,70.13,2485.74,621.74
247.65,78.03,4317.6,531.05
242.88,46.32,1763.17,351.94
237.64,43.6,4228.72,466.95
308.22,70.79,3629.98,534.26
276.27,45.61,1770.97,377.98
451.97,53.12,2210.02,551.76
302.21,33.86,1527.08,368.91
303.1,64.61,2531.87,465.99
155.35,51.92,1814.59,292.89
493.1,68.54,3575.99,676.09
199.99,66.84,4978.02,509.16
129.35,32.9,1048.04,205.23
365.26,62.94,3163.68,544.8
338.15,68.0,3294.67,537.26
266.06,40.77,4656.84,506.84
268.88,30.36,3024.02,411.84
414.03,20.16,3174.81,520.2
178.29,47.05,2886.61,357.54
428.1,41.15,2075.62,507.98
359.5,53.29,1224.12,428.75
267.59,31.28,2634.63,392.73
283.21,71.58,1210.37,394.46
202.66,35.47,3201.97,375.42
400.85,33.59,2229.17,482.51
305.15,48.84,3134.41,474.1
228.34,49.93,1537.19,334.43
338.42,32.91,4730.52,556.62
498.29,36.31,4578.08,682.01
274.1,30.18,1759.99,352.56
468.28,63.11,2373.78,587.97
238.01,66.21,3453.97,462.41
121.89,47.74,1382.74,238.26
181.7,62.85,2418.27,360.54
267.48,64.16,2004.45,410.44
187.85,28.3,4662.07,425.83
100.09,77.97,4410.04,417.53
466.0,69.26,3319.33,642.66
437.55,32.27,3081.39,552.51
396.92,31.17,4722.9,600.43
167.13,27.54,4729.71,411.5
148.15,28.3,4877.32,404.84
127.04,64.89,1501.52,274.04
389.61,48.18,1642.23,466.07
471.52,66.98,3706.95,663.03
272.21,64.78,3165.74,473.22
147.66,56.28,1073.86,256.23
304.96,61.18,1247.9,398.13
239.53,21.1,4552.32,450.89
249.93,38.71,4475.48,481.78
348.53,58.27,2429.08,487.68
387.49,20.56,4564.2,569.04
144.24,21.98,3374.7,317.1
114.24,71.11,4223.62,409.24
497.73,61.04,2709.72,625.23
193.09,35.92,1453.59,281.04
121.53,61.28,2734.91,325.89
175.95,67.55,2829.2,383.54
115.58,38.41,3203.78,310.27
256.72,22.16,1422.33,309.74
420.96,75.97,4965.61,699.0
236.5,40.71,1976.55,349.09
277.67,26.39,1794.21,351.43
370.23,49.51,3107.21,525.82
303.56,66.11,3148.83,499.45
444.58,33.3,2759.28,543.58
446.41,36.17,4087.57,615.76
103.96,34.56,3066.62,288.35
411.22,79.5,3438.78,620.16
284.29,31.84,3894.99,469.95
495.54,54.53,1100.1,533.23
293.29,75.52,3282.58,512.04
494.76,28.81,4536.78,665.87
401.83,78.25,1069.55,492.32
199.44,76.85,2620.73,405.86
315.36,73.07,4704.91,597.14
496.85,32.87,2412.62,567.42
443.01,58.04,2834.92,583.22
138.95,65.65,4926.17,455.95
382.55,79.16,1797.3,514.65
238.23,30.83,1261.02,299.87
102.79,65.96,4437.69,403.06
261.39,40.33,4473.86,493.3
193.9,30.54,2888.31,345.34
427.55,45.28,3056.83,562.8
234.93,67.63,4343.23,506.55
431.01,47.89,3954.24,614.36
100.24,52.25,2060.6,261.6
223.13,79.71,1067.57,351.45
196.47,43.95,2918.8,369.03
193.43,56.92,4435.65,461.91
127.27,41.91,4583.34,393.86
174.85,43.57,4824.9,446.48
322.22,61.74,4518.25,576.3
216.54,76.27,3320.17,453.65
266.96,52.54,2778.42,431.3
250.75,66.1,4099.4,504.72
450.36,25.35,3959.29,596.28
462.12,32.67,3152.57,576.33
297.18,50.13,1349.31,380.4
232.06,21.2,4704.33,452.67
142.72,35.17,2822.41,308.05
481.36,51.04,2453.34,584.32
124.09,20.9,3518.27,306.53
219.06,35.87,3695.35,413.82
219.23,50.84,1842.75,343.78
228.16,54.39,4347.76,481.5
165.71,75.55,2159.75,353.88
413.26,58.72,1746.74,506.03
149.0,44.88,2625.6,317.81
353.96,75.82,3922.24,593.01
149.54,67.09,4861.83,463.36
128.21,32.0,4237.13,362.43
463.77,27.85,4761.39,650.86
176.05,60.55,1562.42,309.79
428.5,53.59,1284.71,487.42
317.85,67.38,3230.82,516.89
131.14,64.33,2161.19,309.47
482.18,57.51,4312.22,687.62
198.78,79.18,3687.95,462.2
443.86,52.02,4882.91,677.26
167.52,26.79,2019.17,275.16
441.58,69.7,2943.14,604.96
105.29,35.11,3004.96,287.15
304.71,66.64,1956.71,441.56
407.78,77.43,3360.37,610.38
473.92,61.81,2773.14,610.5
463.68,55.76,2786.89,593.93
427.85,47.62,2450.95,536.26
455.28,41.86,1067.72,480.4
179.69,41.18,3088.38,359.94
213.67,58.18,2340.99,375.26
215.59,65.08,1005.28,320.35
250.82,60.71,2231.77,403.31
257.33,31.9,2114.51,359.45
317.82,49.64,2573.79,457.41
163.95,67.5,1527.41,308.78
376.5,48.54,3030.74,525.55
167.03,52.2,3769.76,400.41
224.12,66.27,3520.74,454.74
301.34,59.68,4215.02,541.34
418.58,44.56,2808.03,542.1
395.79,73.72,3076.37,581.04
358.21,29.75,4241.61,543.28
162.31,79.73,2710.8,384.98
318.82,27.13,3806.4,486.07
134.98,20.9,2738.41,276.25
250.95,73.4,2670.94,444.41
265.41,34.7,4040.82,466.41
115.92,63.78,1699.35,273.38
209.6,68.66,2354.34,388.38
482.26,71.54,1896.69,587.95
481.45,79.5,2436.44,626.23
240.93,37.64,1921.5,345.28
117.24,62.61,3317.62,353.6
171.64,26.92,4192.68,387.33
256.89,44.41,4146.45,479.45
479.11,70.88,2458.0,612.51
156.48,42.06,4955.04,436.03
405.41,55.47,3375.42,576.29
143.47,50.23,2597.6,320.0
492.5,58.76,4342.16,699.25
252.65,78.37,3919.5,515.65
410.09,23.34,3997.1,562.95
237.04,54.44,1784.56,360.51
351.07,71.78,2873.3,532.19
176.81,48.88,4447.31,437.14
158.41,24.71,3016.15,314.6
475.23,53.63,3733.81,647.32
467.06,39.92,3351.73,601.12
454.99,29.3,4369.43,626.41
350.17,70.94,2138.24,493.46
423.31,51.3,3301.9,580.68
127.61,76.0,1492.94,290.73
233.92,68.36,3760.84,477.72
225.48,61.58,3927.87,469.15
354.26,20.3,1171.35,372.43
242.38,45.67,3703.16,447.57
159.4,31.85,2658.76,308.23
338.59,74.65,1496.39,457.66
425.75,30.48,2679.63,520.3
252.85,37.16,1776.93,346.87
152.91,51.01,2662.24,331.95
178.68,35.8,2537.36,323.51
194.99,32.59,3953.57,402.56
219.96,55.95,4096.86,464.73
357.12,25.34,3428.11,495.1
340.38,23.49,1090.75,362.08
378.43,42.33,4724.09,602.45
245.0,63.24,3744.93,478.11
429.6,53.29,1136.78,480.45
181.64,45.37,4275.33,427.13
287.62,53.95,1801.06,401.06
420.38,41.93,3316.88,565.04
172.06,76.17,2866.54,395.23
143.95,23.29,2679.36,284.07
453.47,60.4,4558.85,681.33
237.17,73.48,2749.45,437.43
373.55,68.23,1301.38,466.26
110.14,31.04,4786.55,374.0
376.02,37.76,4682.14,591.56
226.44,63.02,3737.73,462.57
122.3,25.06,2871.57,279.0
343.93,68.71,1371.44,446.78
196.32,63.13,4162.99,459.91
254.72,63.78,1301.91,364.54
132.23,26.01,1274.4,208.53
158.87,63.07,3149.54,379.17
219.19,60.79,1640.51,348.56
135.9,69.86,1030.92,265.05
464.33,22.5,2692.45,539.83
102.42,21.39,1548.87,191.46
293.54,42.38,1642.06,380.51
149.3,28.93,1307.64,228.21
223.07,53.5,1820.38,349.73
470.42,75.04,3861.94,682.0
164.68,43.49,4235.71,408.76
486.33,70.7,2810.13,635.62
182.32,20.01,3026.22,327.19
396.63,30.11,1130.62,419.0
318.67,21.83,1277.27,351.54
453.79,39.69,2030.27,524.08
321.6,74.49,3175.59,527.79
313.82,25.82,3958.2,487.69
178.18,56.38,3420.01,398.12
166.49,47.09,2568.51,332.25
466.6,76.31,1473.3,561.4
231.14,27.35,4123.09,432.09
248.83,32.72,2455.14,370.91
403.93,21.77,3944.22,553.01
235.53,46.04,3051.92,410.07
480.82,36.67,3954.65,637.4
395.17,72.19,4629.16,655.89
338.97,56.3,4684.12,589.83
452.36,56.85,3140.43,604.18
